title,article,published,article_id,question_1,question_2
Putin vill se stärkt militärt samarbete med Kina,"Det militära samarbetet mellan Ryssland och Kina ska utökas. Det säger Vladimir Putin när frågan lyftet under ett videosamtal med  Kinas president Xi Jinping, rapporterar Reuters.Kina är redo att utöka det strategiska samarbetet, svarade Xi, mot bakgrund av vad han kallade ”en svår situation i världen i stort”.De två ledarna diskuterade ”brådskande bilaterala och regionala frågor”, enligt Kremls talesperson Dmitrij Peskov. Men syftet är snarare att visa upp ländernas starka band inför omvärlden, skriver New York Times.– Våra ledare kommer att diskutera dessa problem i en anda av ett sant strategiskt partnerskap, säger Peskov enligt den ryska nyhetsbyrån Tass. ",2022-12-30T09:06:22Z,onkloB,Vad ska det militära samarbetet mellan Ryssland och Kina leda till?,Vad diskuterades under videosamtalet mellan Vladimir Putin och Xi Jinping?
Putins fest får intern kritik från fronten,"Den ukrainska motoffensiven i Charkiv är inte bara ett problem för den ryska militären. Den har även fått förtroendet för Putin att krackelera. När Putin i går invigde ett nytt pariserhjul i Moskva och när den firades med fyrverkerier rann bägaren över vid fronten.En pro-rysk bloggare som rapporterar från frontlinjerna skriver enligt TT att det inte passar att hålla en fest för flera miljarder rubel när soldaterna saknar skottsäkra västar, säker kommunikation och första hjälpen.”Fira inte under ett så fruktansvärt misslyckande”, skriver han på Telegram enligt TT.En annan rysk krigsbloggare med 2,3 miljoner följare, Yurij Podoljaka, skriver att ryssarna kommer sluta lita på försvaret och regeringen om Kreml fortsätter att mörka förlusterna.Rysslandsexperten Martin Kragh menar att krigsförluster alltid har varit känsligt i Ryssland och att det alltid lett till politiska förändringar. – För Putin är det därför centralt att inte framstå som en förlorare, säger han till DN.",2022-09-11T12:50:58Z,APdaXx,Varför har den ukrainska motoffensiven i Charkiv fått förtroendet för Putin att krackelera?,Vad menar Rysslandsexperten Martin Kragh är centralt för Putin att undvika?
Analyser: Vladimir Putin överspelar sin energihand ,"Hur viktigt är det tyska beskedet om den stoppade gasledningen Nord Stream 2 för Ryssland? Inte särskilt, skriver Alan Beattie på Financial Times. ”Betydelsen är snarare att Tyskland äntligen kan signalera att det är berett att absorbera betydande ekonomisk och politisk smärta som en kostnad för att isolera Putins regim”, skriver han.Bloombergs David Fickling är av en annan uppfattning och tror att Ryssland riskerar att överspela sin hand. ”Ryssland är mycket mer beroende av europeiska petroleumkunder”‚ skriver Fickling.Efter dagens invasion är tuffare sanktioner att vänta, skriver DI:s Viktor Munkhammer. ”I förlängningen kanske en ockupation är något som kommer att ligga som en våt ekonomisk filt under lång tid”, skriver han. ",2022-02-24T09:45:52Z,47KaeG,Vad tror David Fickling kan hända om Ryssland överspela sin hand efter det tyska beskedet om Nord Stream 2?,Vad väntas enligt Viktor Munkhammer efter dagens invasion?
Analyser: Flera faktorer till Putins starka stöd i Afrika,"Afrikanska länder utgjorde hälften av de 35 FN-nationer som valde att avstå att rösta i generalförsamlingen om att fördöma Putins beslut att invadera Ukraina. Enligt The Telegraphs Will Brown visar det tydligt hur viktiga banden med Moskva fortfarande är för många auktoritära styren i Afrika.Algeriet, Uganda, Burundi, Sydsudan, Mali, Moçambique, Sudan och Angola är några av länderna som la ned sina röster – och deras regeringar är enligt Brown beroende av ryska vapen och legosoldater för att bibehålla makten. En annan faktor som han menar kan påverka stödet från Afrika är att många ur eliten i exempelvis Angola och Sydafrika under kalla kriget studerade i Moskva och talar flytande ryska.Han tillägger att för många afrikanska länder är den ryska invasionen en blodig påminnelse om frigörelsen från kolonialmakterna.Africa News skriver att många afrikanska nationer under lång tid har handlat med Ryssland, och nu väntas brist på exempelvis vete och råolja. Men krisen kan även gynna länder som Algeriet, som redan nu är en av Europas viktigaste gasleverantörer.",2022-03-04T20:21:40Z,RrBQ1A,Vilka länder utgjorde hälften av de 35 FN-nationer som valde att avstå att rösta i generalförsamlingen om att fördöma Putins beslut att invadera Ukraina?,Varför visar ländernas nedlagda röster tydligt hur viktiga banden med Moskva fortfarande är för många auktoritära styren i Afrika enligt The Telegraphs Will Brown?
FN: ”Den snabbast växande flyktingkrisen i Europa sedan andra världskriget”,"Ukrainarna fortsätter att fly landet till följd av den ryska invasionen. I Dnipro, en stad i utkanten av östra Ukraina, köade tusentals personer i timmar för att komma ombord på tåg västerut, rapporterar AFP. Omkring 400 civila invånare kunde lämna Volnovacha under lördagens utlovade eldupphör, som Ryssland anklagas för att ha brutit, mot tänkta 15 000.FN uppskattar att fyra miljoner kommer fly som flyktingar de kommande veckorna.– Det här är den snabbast växande flyktingkrisen som vi har sett i Europa sedan slutet av andra världskriget, säger Filippo Grandi, FN:s högkommissionnär för flyktingar, till Reuters.Iryna Bogavtjuk har lämnat hemstaden Tjernivtsi i västra delen av Ukraina och tagit sig över gränsen till Rumänien. – Jag tog med min dotter och jag hoppas att vi kommer klara oss bra. Men min man är kvar, och jag saknar honom, säger hon till Bloomberg.",2022-03-05T23:59:42Z,a7BdKa,Hur har den ryska invasionen påverkat Ukrainas befolkning enligt AFP?,Vad uppger FN:s högkommissionär för flyktingar om den ryska invasionen?
Busch svänger – anser att MP-förslag borde stöttats,"Både Miljöpartiet och Kristdemokraterna kommer i veckan att lägga fram utskottsinitiativ med förslag om att stoppa energiimport från Ryssland, rapporterar Aftonbladet. När Miljöpartiet kom med ett sådant förslag i slutet av mars röstade samtliga partier utom Vänsterpartiet emot – men i en intervju i Svenska Dagbladet säger KD-ledaren Ebba Busch att det var fel. – Vi borde ha stöttat Miljöpartiets initiativ och vi borde ha struntat i vad deras muntliga motivering var.På en fråga om vad som gjorde att KD ändå röstade nej säger Busch att MP ”bakade in sin egen politik” i den muntliga argumentationen. Hon beskriver KD:s agerande i omröstningen som ett misstag. På tisdagseftermiddagen meddelades att EU-kommissionen föreslår ett importförbud av ryskt kol. ",2022-04-05T13:39:10Z,k6jbV6,Vilka två svenska partier kommer att lägga fram utskottsinitiativ med förslag om att stoppa energiimport från Ryssland?,Varför röstade Kristdemokraterna emot Miljöpartiets förslag om att stoppa energiimport från Ryssland i slutet av mars?
Minister: Högst troligt att Finland går med i Nato,"Det är ”högst troligt” att Finland ansöker om att gå med i Nato, säger Finlands Europaminister Tytti Tuppurainen i en intervju med Sky News. Hon understryker att frågan ska upp i riksdagen först, men säger att Finlands befolkning redan verkar ha bestämt sig.– Det finns en stor majoritet för ett Natomedlemskap.Finlands statsminister Sanna Marin har sagt att ett beslut om ett eventuellt finländskt Natomedlemskap är att vänta de närmaste veckorna.",2022-04-15T12:29:47Z,Jx57RR,Vad säger Finlands Europaminister Tytti Tuppurainen om att Finland ansöker om att gå med i Nato?,Vad har Finlands statsminister Sanna Marin sagt om ett eventuellt finländskt Natomedlemskap?
Rekordstort stödpaket ska hjälpa Ukraina långsiktigt,"USA kommer inom kort tillkännage ett nytt stödpaket på tre miljarder dollar, motsvarande nästan 32 miljarder kronor, till Ukraina – det största enskilda hittills. Det uppger myndighetskällor för AP.Paketet väntas offentliggöras på onsdagen, sexmånadersdagen för invasionen och Ukrainas självständighetsdag. Syftet med pengarna är att träna och utrusta Ukrainska soldater för åratal av strider.Ett halvår efter invasionen börjar det amerikanska stödet byta fokus till att stödja Ukrainas stridsförmåga på lång sikt. Det nya stödpaketet kommer gå till kontrakt på drönare, vapen och annan utrustning som inte kommer nå fronten förrän om ett år eller två, enligt källorna.",2022-08-23T17:12:11Z,a7X91a,"Hur stort är det nya stödpaketet som USA kommer tillkännage till Ukraina, och vad är syftet med pengarna?",Vad kommer det nya stödpaketet från USA gå till enligt myndighetskällor för AP?
Brittiske försvarsministern: ”En fläkt av München...”,"Storbritanniens försvarsminister Ben Wallace säger till Sunday Times att Rysslands president Vladimir Putin kan skicka in sina trupper i Ukraina ”när som helst”. Han antyder att västländerna inte är tillräckligt tuffa mot Putin.– Måhända stänger han av stridsvagnarna och vi kan allihop gå hem men det finns en fläkt av München i luften från somliga i väst, säger Wallace.Referensen anspelar på Münchenavtalet som slöts 1938. Nazityskland fick delar av dåvarande Tjeckoslovakien som eftergift i vad som skulle visa sig vara ett misslyckat försök att avstyra en stor konflikt i Europa.Den konservativa partikollegan Brandon Lewis fick i brittisk tv på söndagsmorgonen kommentera uttalandet från Wallace. Han sa att parallellen till nazisterna ”inte var poängen”. I stället ska Wallace ha velat jämföra de nutida desperata diplomatiska ansträngningarna med de försök som föregick andra världskriget, enligt Lewis.",2022-02-13T11:04:02Z,1O0LvG,Vad säger Storbritanniens försvarsminister Ben Wallace om Vladimir Putin och Ukraina?,Vad anspelar Wallace på när han säger att det finns en fläkt av München i luften från somliga i väst?
Bränslechocken fortsätter – dieseln stiger över 28 kronor,"Chockhöjningarna av drivmedelspriserna fortsätter. En liter diesel kostar nu över 28 kronor per liter medan bensinpriset stiger till över 23 kronor, enligt siffror från Cirkel K.Dieselpriset steg med 1,5 kronor i går och klättrar ytterligare 1,25 kronor på onsdagen. Sedan årsskiftet är dieselpriset upp över 8 kronor. ",2022-03-09T07:44:38Z,1O3KOG,Vad är det nuvarande priset på en liter diesel enligt Cirkel K:s siffror?,Hur mycket har dieselpriset stigit sedan årsskiftet enligt artikeln?
Kreml: Abramovitj hade tidig roll i fredsförhandlingar,"Oligarken Roman Abramovitj hade en tidig roll i fredsförhandlingarna mellan Ryssland och Ukraina. Det bekräftar Putins talesperson Dmitrij Peskov enligt Reuters.– Han hade en roll i det tidiga skedet. Nu sker förhandlingarna mellan Rysslands och Ukrainas respektive team, säger Peskov.Uppgiften att Abramovitj deltagit i fredsförhandlingarna har förekommit tidigare men tidigare inte bekräftats av Ryssland. ",2022-03-24T10:22:38Z,x8vXQl,Vad bekräftar Putins talesperson om Roman Abramovitj?,Har det tidigare bekräftats att Abramovitj deltagit i fredsförhandlingarna enligt artikeln?
Analyser: Putins lilla cirkel oroas inte över ekonomin,"Västvärldens ledare svarar med sanktioner, men de kommer inte att påverka den ryske presidenten Vladimir Putin. Det skriver Matt Peterson i Barron’s.Som bevis på detta lyfter han att väst riktat skarpa sanktioner sedan kriget i östra Ukraina startade 2014 – trots detta har Putin fortsatt. Enligt Peterson har den ryske ledarens innersta cirkel blivit allt mindre och består nu av tre-fyra män med bakgrund inom underrättelsetjänsten.”De oroar sig inte för de ekonomiska konsekvenserna”, skriver han och lyfter att det mest effektiva skulle kunna vara att blockera ryska energiexporten.Även Sky News Ian King är inne på samma linje. Boris Johnsons beslut att straffa fem mindre ryska banker och tre rika affärsmän, som USA dessutom redan riktat sanktioner mot, kommer göra minimal skillnad för den ryska ekonomin och Putin. Enligt King hade det varit betydligt mer effektivt att rikta sanktioner mot stora Sberbank, som hanterar stor del av de ryska lönerna och pensioner.",2022-02-22T20:21:13Z,Or2JrA,Varför kommer inte sanktioner att påverka Putin enligt Matt Peterson i Barron's?,Vad skulle kunna vara det mest effektiva sättet att påverka den ryska ekonomin enligt Peterson?
”Hjälp oss stoppa ryska blockaden – påverkar alla”,"Ukrainas president Volodymyr Zelenskyj uppmanar omvärlden att vidta omedelbara åtgärder för att stoppa en rysk blockad i Ukrainas hamnar som förhindrar vetetransporter, skriver The Guardian. Blockaden påverkar inte bara Ukraina, säger han.– Utan vår jordbruksexport står dussintals länder i olika delar av världen på randen till livsmedelsbrist. Och med tiden kan situationen bli rent av fruktansvärd.För första gången sedan andra världskriget står exporten från hamnen i Odesa still, menar presidenten. Han meddelar däremot inte vad han vill att omvärlden ska göra.",2022-05-10T03:43:24Z,dnE9Ao,Vad uppmanar Ukrainas president omvärlden att göra enligt The Guardian?,Vilken hamn är det som exporten står still från enligt presidenten?
USA bekräftar: Ger Ukraina underrättelser om Donbas,"USA förser Ukrainas militär med underrättelseinformation för att stötta i kampen mot Ryssland i Donbasregionen. Det bekräftade USA:s försvarsminister Lloyd Austin under en kommittéutfrågning i kongressen i går, enligt AFP.Enligt CNN är det första gången som en amerikansk företrädare öppet bekräftar att USA hjälper Ukraina i de separatistkontrollerade östra delarna. En försvarskälla säger till CNN att en del av informationen förmedlas ”närmast i realtid”.",2022-04-08T08:08:33Z,dn9ebB,Vad bekräftar USA:s försvarsminister under en kongressutfrågning enligt AFP?,Vad säger CNN:s försvarskälla om informationen som USA förser Ukrainas militär med?
